,category,nominee,year,winner
8089,Art Direction,Fanny & Alexander,1984,1.0
8090,Art Direction,Return of the Jedi,1984,0.0
8091,Art Direction,The Right Stuff,1984,0.0
8092,Art Direction,Terms of Endearment,1984,0.0
8093,Art Direction,Yentl,1984,0.0
8094,Cinematography,Fanny & Alexander,1984,1.0
8095,Cinematography,Flashdance,1984,0.0
8096,Cinematography,The Right Stuff,1984,0.0
8097,Cinematography,WarGames,1984,0.0
8098,Cinematography,Zelig,1984,0.0
8099,Costume Design,Fanny & Alexander,1984,1.0
8100,Costume Design,Cross Creek,1984,0.0
8101,Costume Design,Heart Like a Wheel,1984,0.0
8102,Costume Design,The Return of Martin Guerre,1984,0.0
8103,Costume Design,Zelig,1984,0.0
8104,Directing,Terms of Endearment,1984,1.0
8105,Directing,The Dresser,1984,0.0
8106,Directing,Fanny & Alexander,1984,0.0
8107,Directing,Silkwood,1984,0.0
8108,Directing,Tender Mercies,1984,0.0
8109,Documentary (Feature),He Makes Me Feel Like Dancin',1984,1.0
8110,Documentary (Feature),Children of Darkness,1984,0.0
8111,Documentary (Feature),First Contact,1984,0.0
8112,Documentary (Feature),The Profession of Arms,1984,0.0
8113,Documentary (Feature),Seeing Red,1984,0.0
8114,Documentary (Short Subject),Flamenco at 5:15,1984,1.0
8115,Documentary (Short Subject),In the Nuclear Shadow: What Can the Children Tell Us?,1984,0.0
8116,Documentary (Short Subject),Sewing Woman,1984,0.0
8117,Documentary (Short Subject),Spaces: The Architecture of Paul Rudolph,1984,0.0
8118,Documentary (Short Subject),You Are Free  (Ihr Zent Frei),1984,0.0
8119,Film Editing,The Right Stuff,1984,1.0
8120,Film Editing,Blue Thunder,1984,0.0
8121,Film Editing,Flashdance,1984,0.0
8122,Film Editing,Silkwood,1984,0.0
8123,Film Editing,Terms of Endearment,1984,0.0
8124,Foreign Language Film,Fanny & Alexander,1984,1.0
8125,Foreign Language Film,Carmen,1984,0.0
8126,Foreign Language Film,Entre Nous,1984,0.0
8127,Foreign Language Film,Job's Revolt,1984,0.0
8128,Foreign Language Film,Le Bal,1984,0.0
8129,Jean Hersholt Humanitarian Award,,1984,1.0
8163,Music (Original Score),The Right Stuff,1984,1.0
8164,Music (Original Score),Cross Creek,1984,0.0
8165,Music (Original Score),Return of the Jedi,1984,0.0
8166,Music (Original Score),Terms of Endearment,1984,0.0
8167,Music (Original Score),Under Fire,1984,0.0
8168,Music (Original Song Score or Adaptation Score),Yentl,1984,1.0
8169,Music (Original Song Score or Adaptation Score),The Sting II,1984,0.0
8170,Music (Original Song Score or Adaptation Score),Trading Places,1984,0.0
8171,Music (Original Song),Flashdance,1984,1.0
8173,Music (Original Song),Tender Mercies,1984,0.0
8174,Music (Original Song),Yentl,1984,0.0
8176,Best Picture,Terms of Endearment,1984,1.0
8177,Best Picture,The Big Chill,1984,0.0
8178,Best Picture,The Dresser,1984,0.0
8179,Best Picture,The Right Stuff,1984,0.0
8180,Best Picture,Tender Mercies,1984,0.0
8181,Short Film (Animated),Sundae in New York,1984,1.0
8182,Short Film (Animated),Mickey's Christmas Carol,1984,0.0
8183,Short Film (Animated),Sound of Sunshine - Sound of Rain,1984,0.0
8184,Short Film (Live Action),Boys and Girls,1984,1.0
8185,Short Film (Live Action),Goodie-Two-Shoes,1984,0.0
8186,Short Film (Live Action),Overnight Sensation,1984,0.0
8187,Sound,The Right Stuff,1984,1.0
8188,Sound,Never Cry Wolf,1984,0.0
8189,Sound,Return of the Jedi,1984,0.0
8190,Sound,Terms of Endearment,1984,0.0
8191,Sound,WarGames,1984,0.0
8192,Sound Effects Editing,The Right Stuff,1984,1.0
8193,Sound Effects Editing,Return of the Jedi,1984,0.0
8194,Special Achievement Award (Visual Effects),Return of the Jedi,1984,1.0
8195,Writing (Screenplay Based on Material from Another Medium),Terms of Endearment,1984,1.0
8196,Writing (Screenplay Based on Material from Another Medium),Betrayal,1984,0.0
8197,Writing (Screenplay Based on Material from Another Medium),The Dresser,1984,0.0
8198,Writing (Screenplay Based on Material from Another Medium),Educating Rita,1984,0.0
8199,Writing (Screenplay Based on Material from Another Medium),"Reuben, Reuben",1984,0.0
8200,Writing (Screenplay Written Directly for the Screen),Tender Mercies,1984,1.0
8201,Writing (Screenplay Written Directly for the Screen),The Big Chill,1984,0.0
8202,Writing (Screenplay Written Directly for the Screen),Fanny & Alexander,1984,0.0
8203,Writing (Screenplay Written Directly for the Screen),Silkwood,1984,0.0
8204,Writing (Screenplay Written Directly for the Screen),WarGames,1984,0.0
8205,Actor in a Leading Role,F. Murray Abraham,1985,1.0
8206,Actor in a Leading Role,Jeff Bridges,1985,1.0
8207,Actor in a Leading Role,Albert Finney,1985,0.0
8208,Actor in a Leading Role,Tom Hulce,1985,0.0
8209,Actor in a Leading Role,Sam Waterston,1985,0.0
8210,Actor in a Supporting Role,Haing S. Ngor,1985,1.0
8211,Actor in a Supporting Role,Adolph Caesar,1985,0.0
8212,Actor in a Supporting Role,John Malkovich,1985,0.0
8213,Actor in a Supporting Role,"Noriyuki ""Pat"" Morita",1985,0.0
8214,Actor in a Supporting Role,Ralph Richardson,1985,0.0
8215,Actress in a Leading Role,Sally Field,1985,1.0
8217,Actress in a Leading Role,Judy Davis,1985,0.0
8218,Actress in a Leading Role,Jessica Lange,1985,1.0
8219,Actress in a Leading Role,Vanessa Redgrave,1985,0.0
8220,Actress in a Leading Role,Sissy Spacek,1985,1.0
8221,Actress in a Supporting Role,Peggy Ashcroft,1985,1.0
8222,Actress in a Supporting Role,Glenn Close,1985,0.0
8223,Actress in a Supporting Role,Lindsay Crouse,1985,0.0
8224,Actress in a Supporting Role,Christine Lahti,1985,0.0
8225,Actress in a Supporting Role,Geraldine Page,1985,0.0
8226,Art Direction,Amadeus,1985,1.0
8227,Art Direction,The Cotton Club,1985,0.0
8228,Art Direction,The Natural,1985,0.0
8229,Art Direction,A Passage to India,1985,0.0
8230,Art Direction,2010,1985,0.0
8231,Cinematography,The Killing Fields,1985,1.0
8232,Cinematography,Amadeus,1985,0.0
8233,Cinematography,The Natural,1985,0.0
8234,Cinematography,A Passage to India,1985,0.0
8235,Cinematography,The River,1985,0.0
8236,Costume Design,Amadeus,1985,1.0
8237,Costume Design,The Bostonians,1985,0.0
8238,Costume Design,A Passage to India,1985,0.0
8239,Costume Design,Places in the Heart,1985,0.0
8240,Costume Design,2010,1985,0.0
8241,Directing,Amadeus,1985,1.0
8242,Directing,Broadway Danny Rose,1985,0.0
8243,Directing,Roland Joffé,1985,0.0
8244,Directing,A Passage to India,1985,0.0
8245,Directing,Places in the Heart,1985,0.0
8246,Documentary (Feature),The Times of Harvey Milk,1985,1.0
8247,Documentary (Feature),High Schools,1985,0.0
8248,Documentary (Feature),In the Name of the People,1985,0.0
8249,Documentary (Feature),Marlene,1985,0.0
8250,Documentary (Feature),Streetwise,1985,0.0
8251,Documentary (Short Subject),The Stone Carvers,1985,1.0
8252,Documentary (Short Subject),The Children of Soong Ching Ling,1985,0.0
8253,Documentary (Short Subject),Code Gray: Ethical Dilemmas in Nursing,1985,0.0
8254,Documentary (Short Subject),The Garden of Eden,1985,0.0
8255,Documentary (Short Subject),Recollections of Pavlovsk,1985,0.0
8256,Film Editing,The Killing Fields,1985,1.0
8257,Film Editing,Amadeus,1985,0.0
8258,Film Editing,The Cotton Club,1985,0.0
8259,Film Editing,A Passage to India,1985,0.0
8260,Film Editing,Romancing the Stone,1985,0.0
8261,Foreign Language Film,Dangerous Moves,1985,1.0
8262,Foreign Language Film,Beyond the Walls,1985,0.0
8263,Foreign Language Film,Camila,1985,0.0
8264,Foreign Language Film,Double Feature,1985,0.0
8265,Foreign Language Film,Wartime Romance,1985,0.0
8266,Jean Hersholt Humanitarian Award,,1985,1.0
8300,Makeup,Amadeus,1985,1.0
8301,Makeup,"Greystoke: The Legend of Tarzan, Lord of the Apes",1985,0.0
8302,Makeup,2010,1985,0.0
8303,Music (Original Score),A Passage to India,1985,1.0
8304,Music (Original Score),Indiana Jones and the Temple of Doom,1985,0.0
8305,Music (Original Score),The Natural,1985,0.0
8306,Music (Original Score),The River,1985,0.0
8307,Music (Original Score),Under the Volcano,1985,0.0
8308,Music (Original Song Score),Purple Rain,1985,1.0
8309,Music (Original Song Score),The Muppets Take Manhattan,1985,0.0
8310,Music (Original Song Score),Songwriter,1985,0.0
8311,Music (Original Song),The Woman in Red,1985,1.0
8312,Music (Original Song),Against All Odds,1985,0.0
8313,Music (Original Song),Footloose,1985,0.0
8314,Music (Original Song),Ghostbusters,1985,0.0
8316,Best Picture,Amadeus,1985,1.0
8317,Best Picture,The Killing Fields,1985,0.0
8318,Best Picture,A Passage to India,1985,0.0
8319,Best Picture,Places in the Heart,1985,0.0
8320,Best Picture,A Soldier's Story,1985,0.0
8321,Short Film (Animated),Charade,1985,1.0
8322,Short Film (Animated),Doctor De Soto,1985,0.0
8323,Short Film (Animated),Paradise,1985,0.0
8324,Short Film (Live Action),Up,1985,1.0
8325,Short Film (Live Action),The Painted Door,1985,0.0
8326,Short Film (Live Action),Tales of Meeting and Parting,1985,0.0
8327,Sound,Amadeus,1985,1.0
8328,Sound,Dune,1985,1.0
8329,Sound,A Passage to India,1985,0.0
8330,Sound,The River,1985,0.0
8331,Sound,2010,1985,0.0
8332,Special Achievement Award (Sound Effects Editing),The River,1985,1.0
8333,Visual Effects,Indiana Jones and the Temple of Doom,1985,1.0
8334,Visual Effects,Ghostbusters,1985,0.0
8335,Visual Effects,2010,1985,0.0
8336,Writing (Screenplay Based on Material from Another Medium),Amadeus,1985,1.0
8337,Writing (Screenplay Based on Material from Another Medium),"Greystoke: The Legend of Tarzan, Lord of the Apes",1985,0.0
8338,Writing (Screenplay Based on Material from Another Medium),The Killing Fields,1985,0.0
8339,Writing (Screenplay Based on Material from Another Medium),A Passage to India,1985,0.0
8340,Writing (Screenplay Based on Material from Another Medium),A Soldier's Story,1985,0.0
8341,Writing (Screenplay Written Directly for the Screen),Places in the Heart,1985,1.0
8342,Writing (Screenplay Written Directly for the Screen),Beverly Hills Cop,1985,0.0
8343,Writing (Screenplay Written Directly for the Screen),Broadway Danny Rose,1985,0.0
8344,Writing (Screenplay Written Directly for the Screen),El Norte,1985,0.0
8345,Writing (Screenplay Written Directly for the Screen),Splash,1985,0.0
8346,Actor in a Leading Role,William Hurt,1986,1.0
8347,Actor in a Leading Role,Harrison Ford,1986,0.0
8348,Actor in a Leading Role,James Garner,1986,0.0
8349,Actor in a Leading Role,Jack Nicholson,1986,1.0
8350,Actor in a Leading Role,Jon Voight,1986,1.0
8351,Actor in a Supporting Role,Don Ameche,1986,1.0
8352,Actor in a Supporting Role,Klaus Maria Brandauer,1986,0.0
8353,Actor in a Supporting Role,William Hickey,1986,0.0
8354,Actor in a Supporting Role,Robert Loggia,1986,0.0
8355,Actor in a Supporting Role,Eric Roberts,1986,0.0
8356,Actress in a Leading Role,Geraldine Page,1986,1.0
8357,Actress in a Leading Role,Anne Bancroft,1986,0.0
8358,Actress in a Leading Role,Whoopi Goldberg,1986,0.0
8359,Actress in a Leading Role,Jessica Lange,1986,1.0
8360,Actress in a Leading Role,Meryl Streep,1986,1.0
8362,Actress in a Supporting Role,Anjelica Huston,1986,1.0
8363,Actress in a Supporting Role,Margaret Avery,1986,0.0
8364,Actress in a Supporting Role,Amy Madigan,1986,0.0
8365,Actress in a Supporting Role,Meg Tilly,1986,0.0
8366,Actress in a Supporting Role,Oprah Winfrey,1986,0.0
8367,Art Direction,Out of Africa,1986,1.0
8368,Art Direction,Brazil,1986,0.0
8369,Art Direction,The Color Purple,1986,0.0
8370,Art Direction,Ran,1986,0.0
8371,Art Direction,Witness,1986,0.0
8372,Cinematography,Out of Africa,1986,1.0
8373,Cinematography,The Color Purple,1986,0.0
8374,Cinematography,Murphy's Romance,1986,0.0
8375,Cinematography,Ran,1986,0.0
8376,Cinematography,Witness,1986,0.0
8377,Costume Design,Ran,1986,1.0
8378,Costume Design,The Color Purple,1986,0.0
8379,Costume Design,The Journey of Natty Gann,1986,0.0
8380,Costume Design,Out of Africa,1986,0.0
8381,Costume Design,Prizzi's Honor,1986,0.0
8382,Directing,Out of Africa,1986,1.0
8383,Directing,Kiss of the Spider Woman,1986,0.0
8384,Directing,Prizzi's Honor,1986,0.0
8385,Directing,Ran,1986,0.0
8386,Directing,Witness,1986,0.0
8387,Documentary (Feature),Broken Rainbow,1986,1.0
8388,Documentary (Feature),Las Madres -- The Mothers of Plaza de Mayo,1986,0.0
8389,Documentary (Feature),Soldiers in Hiding,1986,0.0
8390,Documentary (Feature),The Statue of Liberty,1986,0.0
8391,Documentary (Feature),Unfinished Business,1986,0.0
8392,Documentary (Short Subject),Witness to War: Dr. Charlie Clements,1986,1.0
8393,Documentary (Short Subject),The Courage to Care,1986,0.0
8394,Documentary (Short Subject),Keats and His Nightingale: A Blind Date,1986,0.0
8395,Documentary (Short Subject),Making Overtures--The Story of a Community Orchestra,1986,0.0
8396,Documentary (Short Subject),The Wizard of the Strings,1986,0.0
8397,Film Editing,Witness,1986,1.0
8398,Film Editing,A Chorus Line,1986,0.0
8399,Film Editing,Out of Africa,1986,0.0
8400,Film Editing,Prizzi's Honor,1986,0.0
8401,Film Editing,Runaway Train,1986,0.0
8402,Foreign Language Film,The Official Story,1986,1.0
8403,Foreign Language Film,Angry Harvest,1986,0.0
8404,Foreign Language Film,Colonel Redl,1986,0.0
8405,Foreign Language Film,Three Men and a Cradle,1986,0.0
8406,Foreign Language Film,When Father Was Away on Business,1986,0.0
8407,Jean Hersholt Humanitarian Award,,1986,1.0
8441,Makeup,Mask,1986,1.0
8442,Makeup,The Color Purple,1986,0.0
8443,Makeup,Remo Williams: The Adventure Begins,1986,0.0
8444,Music (Original Score),Out of Africa,1986,1.0
8445,Music (Original Score),Agnes of God,1986,0.0
8446,Music (Original Score),The Color Purple,1986,0.0
8447,Music (Original Score),Silverado,1986,0.0
8448,Music (Original Score),Witness,1986,0.0
8449,Music (Original Song),White Nights,1986,1.0
8450,Music (Original Song),The Color Purple,1986,0.0
8451,Music (Original Song),Back to the Future,1986,0.0
8453,Music (Original Song),A Chorus Line,1986,0.0
8454,Best Picture,Out of Africa,1986,1.0
8455,Best Picture,The Color Purple,1986,0.0
8456,Best Picture,Kiss of the Spider Woman,1986,0.0
8457,Best Picture,Prizzi's Honor,1986,0.0
8458,Best Picture,Witness,1986,0.0
8459,Short Film (Animated),Anna & Bella,1986,1.0
8460,Short Film (Animated),The Big Snit,1986,0.0
8461,Short Film (Animated),Second Class Mail,1986,0.0
8462,Short Film (Live Action),Molly's Pilgrim,1986,1.0
8463,Short Film (Live Action),Graffiti,1986,0.0
8464,Short Film (Live Action),Rainbow War,1986,0.0
8465,Sound,Out of Africa,1986,1.0
8466,Sound,Back to the Future,1986,0.0
8467,Sound,A Chorus Line,1986,0.0
8468,Sound,Ladyhawke,1986,0.0
8469,Sound,Silverado,1986,0.0
8470,Sound Effects Editing,Back to the Future,1986,1.0
8471,Sound Effects Editing,Ladyhawke,1986,0.0
8472,Sound Effects Editing,Rambo: First Blood Part II,1986,0.0
8473,Visual Effects,Cocoon,1986,1.0
8474,Visual Effects,Return to Oz,1986,0.0
8475,Visual Effects,Young Sherlock Holmes,1986,0.0
8476,Writing (Screenplay Based on Material from Another Medium),Out of Africa,1986,1.0
8477,Writing (Screenplay Based on Material from Another Medium),The Color Purple,1986,0.0
8478,Writing (Screenplay Based on Material from Another Medium),Kiss of the Spider Woman,1986,0.0
8479,Writing (Screenplay Based on Material from Another Medium),Prizzi's Honor,1986,0.0
8480,Writing (Screenplay Based on Material from Another Medium),The Trip to Bountiful,1986,0.0
8481,Writing (Screenplay Written Directly for the Screen),Witness,1986,1.0
8482,Writing (Screenplay Written Directly for the Screen),Back to the Future,1986,0.0
8483,Writing (Screenplay Written Directly for the Screen),Brazil,1986,0.0
8484,Writing (Screenplay Written Directly for the Screen),The Official Story,1986,0.0
8485,Writing (Screenplay Written Directly for the Screen),The Purple Rose of Cairo,1986,0.0
8486,Actor in a Leading Role,Paul Newman,1987,1.0
8487,Actor in a Leading Role,Dexter Gordon,1987,0.0
8488,Actor in a Leading Role,Bob Hoskins,1987,0.0
8489,Actor in a Leading Role,William Hurt,1987,1.0
8490,Actor in a Leading Role,James Woods,1987,0.0
8491,Actor in a Supporting Role,Michael Caine,1987,1.0
8493,Actor in a Supporting Role,Tom Berenger,1987,0.0
8494,Actor in a Supporting Role,Willem Dafoe,1987,0.0
8495,Actor in a Supporting Role,Denholm Elliott,1987,0.0
8496,Actor in a Supporting Role,Dennis Hopper,1987,0.0
8497,Actress in a Leading Role,Marlee Matlin,1987,1.0
8498,Actress in a Leading Role,Jane Fonda,1987,1.0
8499,Actress in a Leading Role,Sissy Spacek,1987,1.0
8500,Actress in a Leading Role,Kathleen Turner,1987,0.0
8501,Actress in a Leading Role,Sigourney Weaver,1987,0.0
8502,Actress in a Supporting Role,Dianne Wiest,1987,1.0
8504,Actress in a Supporting Role,Tess Harper,1987,0.0
8505,Actress in a Supporting Role,Piper Laurie,1987,0.0
8506,Actress in a Supporting Role,Mary Elizabeth Mastrantonio,1987,0.0
8507,Actress in a Supporting Role,Maggie Smith,1987,1.0
8508,Art Direction,A Room with a View,1987,1.0
8509,Art Direction,Aliens,1987,0.0
8510,Art Direction,The Color of Money,1987,0.0
8511,Art Direction,Hannah and Her Sisters,1987,0.0
8512,Art Direction,The Mission,1987,0.0
8513,Cinematography,The Mission,1987,1.0
8514,Cinematography,Peggy Sue Got Married,1987,0.0
8515,Cinematography,Platoon,1987,0.0
8516,Cinematography,A Room with a View,1987,0.0
8517,Cinematography,Star Trek IV: The Voyage Home,1987,0.0
8518,Costume Design,A Room with a View,1987,1.0
8519,Costume Design,The Mission,1987,0.0
8520,Costume Design,Otello,1987,0.0
8521,Costume Design,Peggy Sue Got Married,1987,0.0
8522,Costume Design,Pirates,1987,0.0
8523,Directing,Platoon,1987,1.0
8524,Directing,Blue Velvet,1987,0.0
8525,Directing,Hannah and Her Sisters,1987,0.0
8526,Directing,The Mission,1987,0.0
8527,Directing,A Room with a View,1987,0.0
8528,Documentary (Feature),Artie Shaw: Time Is All You've Got,1987,1.0
8529,Documentary (Feature),Down and Out in America,1987,0.0
8530,Documentary (Feature),Chile: Hasta Cuando?,1987,0.0
8531,Documentary (Feature),Isaac in America: A Journey with Isaac Bashevis Singer,1987,0.0
8532,Documentary (Feature),Witness to Apartheid,1987,0.0
8533,Documentary (Short Subject),"Women--for America, for the World",1987,1.0
8534,Documentary (Short Subject),Debonair Dancers,1987,0.0
8535,Documentary (Short Subject),The Masters of Disaster,1987,0.0
8536,Documentary (Short Subject),Red Grooms: Sunflower in a Hothouse,1987,0.0
8537,Documentary (Short Subject),Sam,1987,0.0
8538,Film Editing,Platoon,1987,1.0
8539,Film Editing,Aliens,1987,0.0
8540,Film Editing,Hannah and Her Sisters,1987,0.0
8541,Film Editing,The Mission,1987,0.0
8542,Film Editing,Top Gun,1987,0.0
8543,Foreign Language Film,The Assault,1987,1.0
8544,Foreign Language Film,Betty Blue,1987,0.0
8545,Foreign Language Film,The Decline of the American Empire,1987,0.0
8546,Foreign Language Film,My Sweet Little Village,1987,0.0
8547,Foreign Language Film,38,1987,0.0
8548,Irving G. Thalberg Memorial Award,,1987,1.0
8586,Makeup,The Fly,1987,1.0
8587,Makeup,The Clan of the Cave Bear,1987,0.0
8588,Makeup,Legend,1987,0.0
8589,Music (Original Score),'Round Midnight,1987,1.0
8590,Music (Original Score),Aliens,1987,0.0
8591,Music (Original Score),Hoosiers,1987,0.0
8592,Music (Original Score),The Mission,1987,0.0
8593,Music (Original Score),Star Trek IV: The Voyage Home,1987,0.0
8594,Music (Original Song),Top Gun,1987,1.0
8595,Music (Original Song),The Karate Kid Part II,1987,0.0
8596,Music (Original Song),That's Life,1987,0.0
8597,Music (Original Song),Little Shop of Horrors,1987,0.0
8598,Music (Original Song),An American Tail,1987,0.0
8599,Best Picture,Platoon,1987,1.0
8600,Best Picture,Children of a Lesser God,1987,0.0
8601,Best Picture,Hannah and Her Sisters,1987,0.0
8602,Best Picture,The Mission,1987,0.0
8603,Best Picture,A Room with a View,1987,0.0
8604,Short Film (Animated),A Greek Tragedy,1987,1.0
8605,Short Film (Animated),"The Frog, the Dog and the Devil",1987,0.0
8606,Short Film (Animated),Luxo Jr.,1987,0.0
8607,Short Film (Live Action),Precious Images,1987,1.0
8608,Short Film (Live Action),Exit,1987,0.0
8609,Short Film (Live Action),Love Struck,1987,0.0
8610,Sound,Platoon,1987,1.0
8611,Sound,Aliens,1987,0.0
8612,Sound,Heartbreak Ridge,1987,0.0
8613,Sound,Star Trek IV: The Voyage Home,1987,0.0
8614,Sound,Top Gun,1987,0.0
8615,Sound Effects Editing,Aliens,1987,1.0
8616,Sound Effects Editing,Star Trek IV: The Voyage Home,1987,0.0
8617,Sound Effects Editing,Top Gun,1987,0.0
8618,Visual Effects,Aliens,1987,1.0
8619,Visual Effects,Little Shop of Horrors,1987,0.0
8620,Visual Effects,Poltergeist II: The Other Side,1987,0.0
8621,Writing (Screenplay Based on Material from Another Medium),A Room with a View,1987,1.0
8622,Writing (Screenplay Based on Material from Another Medium),Children of a Lesser God,1987,0.0
8623,Writing (Screenplay Based on Material from Another Medium),The Color of Money,1987,0.0
8624,Writing (Screenplay Based on Material from Another Medium),Crimes of the Heart,1987,0.0
8625,Writing (Screenplay Based on Material from Another Medium),Stand by Me,1987,0.0
8626,Writing (Screenplay Written Directly for the Screen),Hannah and Her Sisters,1987,1.0
8627,Writing (Screenplay Written Directly for the Screen),Crocodile Dundee,1987,0.0
8628,Writing (Screenplay Written Directly for the Screen),My Beautiful Laundrette,1987,0.0
8629,Writing (Screenplay Written Directly for the Screen),Platoon,1987,0.0
8630,Writing (Screenplay Written Directly for the Screen),Salvador,1987,0.0
8631,Actor in a Leading Role,Michael Douglas,1988,1.0
8632,Actor in a Leading Role,William Hurt,1988,1.0
8633,Actor in a Leading Role,Marcello Mastroianni,1988,0.0
8634,Actor in a Leading Role,Jack Nicholson,1988,1.0
8635,Actor in a Leading Role,Robin Williams,1988,0.0
8636,Actor in a Supporting Role,Sean Connery,1988,1.0
8637,Actor in a Supporting Role,Albert Brooks,1988,0.0
8638,Actor in a Supporting Role,Morgan Freeman,1988,1.0
8639,Actor in a Supporting Role,Vincent Gardenia,1988,0.0
8640,Actor in a Supporting Role,Denzel Washington,1988,1.0
8641,Actress in a Leading Role,Cher,1988,1.0
8642,Actress in a Leading Role,Glenn Close,1988,0.0
8643,Actress in a Leading Role,Holly Hunter,1988,1.0
8644,Actress in a Leading Role,Sally Kirkland,1988,0.0
8645,Actress in a Leading Role,Meryl Streep,1988,1.0
8647,Actress in a Supporting Role,Olympia Dukakis,1988,1.0
8648,Actress in a Supporting Role,Norma Aleandro,1988,0.0
8649,Actress in a Supporting Role,Anne Archer,1988,0.0
8650,Actress in a Supporting Role,Anne Ramsey,1988,0.0
8651,Actress in a Supporting Role,Ann Sothern,1988,0.0
8652,Art Direction,The Last Emperor,1988,1.0
8653,Art Direction,Empire of the Sun,1988,0.0
8654,Art Direction,Hope and Glory,1988,0.0
8655,Art Direction,Radio Days,1988,0.0
8656,Art Direction,The Untouchables,1988,0.0
8657,Cinematography,The Last Emperor,1988,1.0
8658,Cinematography,Broadcast News,1988,0.0
8659,Cinematography,Empire of the Sun,1988,0.0
8660,Cinematography,Hope and Glory,1988,0.0
8661,Cinematography,Matewan,1988,0.0
8662,Costume Design,The Last Emperor,1988,1.0
8663,Costume Design,The Dead,1988,0.0
8664,Costume Design,Empire of the Sun,1988,0.0
8665,Costume Design,Maurice,1988,0.0
8666,Costume Design,The Untouchables,1988,0.0
8667,Directing,The Last Emperor,1988,1.0
8668,Directing,Fatal Attraction,1988,0.0
8669,Directing,Hope and Glory,1988,0.0
8670,Directing,Moonstruck,1988,0.0
8671,Directing,My Life as a Dog,1988,0.0
8672,Documentary (Feature),The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988,1.0
8673,Documentary (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1988,0.0
8674,Documentary (Feature),Hellfire: A Journey from Hiroshima,1988,0.0
8675,Documentary (Feature),Radio Bikini,1988,0.0
8676,Documentary (Feature),A Stitch for Time,1988,0.0
8677,Documentary (Short Subject),Young at Heart,1988,1.0
8678,Documentary (Short Subject),Frances Steloff: Memoirs of a Bookseller,1988,0.0
8679,Documentary (Short Subject),In the Wee Wee Hours...,1988,0.0
8680,Documentary (Short Subject),Language Says It All,1988,0.0
8681,Documentary (Short Subject),Silver into Gold,1988,0.0
8682,Film Editing,The Last Emperor,1988,1.0
8683,Film Editing,Broadcast News,1988,0.0
8684,Film Editing,Empire of the Sun,1988,0.0
8685,Film Editing,Fatal Attraction,1988,0.0
8686,Film Editing,RoboCop,1988,0.0
8687,Foreign Language Film,Babette's Feast,1988,1.0
8688,Foreign Language Film,"Au Revoir Les Enfants (Goodbye, Children)",1988,0.0
8689,Foreign Language Film,Course Completed,1988,0.0
8690,Foreign Language Film,The Family,1988,0.0
8691,Foreign Language Film,Pathfinder,1988,0.0
8692,Irving G. Thalberg Memorial Award,,1988,1.0
8730,Makeup,Harry and the Hendersons,1988,1.0
8731,Makeup,Happy New Year,1988,0.0
8732,Music (Original Score),The Last Emperor,1988,1.0
8733,Music (Original Score),Cry Freedom,1988,0.0
8734,Music (Original Score),Empire of the Sun,1988,0.0
8735,Music (Original Score),The Untouchables,1988,0.0
8736,Music (Original Score),The Witches of Eastwick,1988,0.0
8737,Music (Original Song),Dirty Dancing,1988,1.0
8738,Music (Original Song),Cry Freedom,1988,0.0
8739,Music (Original Song),Mannequin,1988,0.0
8740,Music (Original Song),Beverly Hills Cop II,1988,0.0
8741,Music (Original Song),The Princess Bride,1988,0.0
8742,Best Picture,The Last Emperor,1988,1.0
8743,Best Picture,Broadcast News,1988,0.0
8744,Best Picture,Fatal Attraction,1988,0.0
8745,Best Picture,Hope and Glory,1988,0.0
8746,Best Picture,Moonstruck,1988,0.0
8747,Short Film (Animated),The Man Who Planted Trees,1988,1.0
8748,Short Film (Animated),George and Rosemary,1988,0.0
8749,Short Film (Animated),Your Face,1988,0.0
8750,Short Film (Live Action),Ray's Male Heterosexual Dance Hall,1988,1.0
8751,Short Film (Live Action),Making Waves,1988,0.0
8752,Short Film (Live Action),Shoeshine,1988,0.0
8753,Sound,The Last Emperor,1988,1.0
8754,Sound,Empire of the Sun,1988,0.0
8755,Sound,Lethal Weapon,1988,0.0
8756,Sound,RoboCop,1988,0.0
8757,Sound,The Witches of Eastwick,1988,0.0
8758,Special Achievement Award (Sound Effects Editing),RoboCop,1988,1.0
8759,Visual Effects,Innerspace,1988,1.0
8760,Visual Effects,Predator,1988,0.0
8761,Writing (Screenplay Based on Material from Another Medium),The Last Emperor,1988,1.0
8762,Writing (Screenplay Based on Material from Another Medium),The Dead,1988,0.0
8763,Writing (Screenplay Based on Material from Another Medium),Fatal Attraction,1988,0.0
8764,Writing (Screenplay Based on Material from Another Medium),Full Metal Jacket,1988,0.0
8765,Writing (Screenplay Based on Material from Another Medium),My Life as a Dog,1988,0.0
8766,Writing (Screenplay Written Directly for the Screen),Moonstruck,1988,1.0
8767,Writing (Screenplay Written Directly for the Screen),"Au Revoir Les Enfants (Goodbye, Children)",1988,0.0
8768,Writing (Screenplay Written Directly for the Screen),Broadcast News,1988,0.0
8769,Writing (Screenplay Written Directly for the Screen),Hope and Glory,1988,0.0
8770,Writing (Screenplay Written Directly for the Screen),Radio Days,1988,0.0
8771,Actor in a Leading Role,Dustin Hoffman,1989,1.0
8773,Actor in a Leading Role,Gene Hackman,1989,0.0
