,title,rating,genre,summary,gross,release_year,category,nominee,oscar_year,winner,genre_1,genre_2,genre_3,runtime_min,Year,avg_cpi,cpi_2020,gross_adjusted
203,Rain Man,R,Drama,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",178800000,1988,Best Picture,Rain Man,1989,1,Drama,,,133,1989,123.9666667,258.811167,373289351.8
204,Hope and Glory,PG-13,"Comedy, Drama, Romance","Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.",10021120,1987,Best Picture,Hope and Glory,1988,0,Comedy, Drama, Romance,113,1988,118.2583333,258.811167,21931458.78
205,The Last Emperor,PG-13,"Biography, Drama, History",The story of the final Emperor of China.,43984230,1987,Best Picture,The Last Emperor,1988,1,Biography, Drama, History,163,1988,118.2583333,258.811167,96260530.47
206,Broadcast News,R,"Comedy, Drama, Romance","Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly.",51249404,1987,Best Picture,Broadcast News,1988,0,Comedy, Drama, Romance,133,1988,118.2583333,258.811167,112160536.1
207,Moonstruck,PG,"Comedy, Drama, Romance","Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",80640528,1987,Best Picture,Moonstruck,1988,0,Comedy, Drama, Romance,102,1988,118.2583333,258.811167,176483708
208,Fatal Attraction,R,"Drama, Thriller",A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,156645693,1987,Best Picture,Fatal Attraction,1988,0,Drama, Thriller,,119,1988,118.2583333,258.811167,342822814.1
209,The Mission,PG,"Adventure, Drama, History",Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,17218023,1986,Best Picture,The Mission,1987,0,Adventure, Drama, History,125,1987,113.625,258.811167,39218628.17
210,A Room with a View,Not Rated,"Drama, Romance","Lucy meets George in a Florence pensione and the two share a brief romance before Lucy returns home, where she becomes engaged to Cecil. However, it isn't long before George unexpectedly enters her life again.",20966644,1985,Best Picture,A Room with a View,1987,0,Drama, Romance,,117,1987,113.625,258.811167,47757109.81
211,Children of a Lesser God,R,"Drama, Romance","A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.",31853080,1986,Best Picture,Children of a Lesser God,1987,0,Drama, Romance,,119,1987,113.625,258.811167,72553864.09
212,Hannah and Her Sisters,PG-13,"Comedy, Drama","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",40084041,1986,Best Picture,Hannah and Her Sisters,1987,0,Comedy, Drama,,107,1987,113.625,258.811167,91302067.58
213,Platoon,R,"Drama, War","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",138530565,1986,Best Picture,Platoon,1987,1,Drama, War,,120,1987,113.625,258.811167,315540217.3
214,Kiss of the Spider Woman,R,Drama,A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.,17037728,1985,Best Picture,Kiss of the Spider Woman,1986,0,Drama,,,120,1986,109.6083333,258.811167,40230100.52
215,Prizzi's Honor,R,"Comedy, Crime, Drama",Two professional assassins fall in love.,26700000,1985,Best Picture,Prizzi's Honor,1986,0,Comedy, Crime, Drama,130,1986,109.6083333,258.811167,63045007.17
216,Witness,R,"Drama, Romance, Thriller","When a young Amish boy is sole witness to a murder while visiting Philadelphia with his mother, police detective John Book tries to protect the boy until an attempt on Book's life forces him into hiding in Amish country.",68706993,1985,Best Picture,Witness,1986,0,Drama, Romance, Thriller,112,1986,109.6083333,258.811167,162233440.7
217,Out of Africa,PG,"Biography, Drama, Romance","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.",87100000,1985,Best Picture,Out of Africa,1986,1,Biography, Drama, Romance,161,1986,109.6083333,258.811167,205663675.1
218,The Color Purple,PG-13,Drama,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,98467863,1985,Best Picture,The Color Purple,1986,0,Drama,,,154,1986,109.6083333,258.811167,232505885
219,A Soldier's Story,PG,"Crime, Drama, Mystery",An African-American officer investigates a murder in a racially charged situation in World War II.,21821347,1984,Best Picture,A Soldier's Story,1985,0,Crime, Drama, Mystery,101,1985,107.5666667,258.811167,52503330.78
220,A Passage to India,PG,"Adventure, Drama, History","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.",27187653,1984,Best Picture,A Passage to India,1985,0,Adventure, Drama, History,164,1985,107.5666667,258.811167,65414950.72
221,The Killing Fields,R,"Biography, Drama, History","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",34700291,1984,Best Picture,The Killing Fields,1985,0,Biography, Drama, History,141,1985,107.5666667,258.811167,83490760.52
222,Places in the Heart,PG,Drama,"In central Texas in the 1930s, a widow with two small children tries to save her small 40-acre farm with the help of a blind boarder and an itinerant black handyman.",34901614,1984,Best Picture,Places in the Heart,1985,0,Drama,,,111,1985,107.5666667,258.811167,83975154.45
223,Amadeus,R,"Biography, Drama, Music","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",51973029,1984,Best Picture,Amadeus,1985,1,Biography, Drama, Music,160,1985,107.5666667,258.811167,125049894.2
224,The Dresser,PG,Drama,Personal assistant Norman struggles to get deteriorating veteran actor Sir through a difficult performance of King Lear.,5310748,1983,Best Picture,The Dresser,1984,0,Drama,,,118,1984,103.8833333,258.811167,13231004.86
225,Tender Mercies,PG,"Drama, Music","A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",8443124,1983,Best Picture,Tender Mercies,1984,0,Drama, Music,,92,1984,103.8833333,258.811167,21034892.76
226,The Right Stuff,PG,"Adventure, Biography, Drama","The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",21500000,1983,Best Picture,The Right Stuff,1984,0,Adventure, Biography, Drama,193,1984,103.8833333,258.811167,53564319.84
227,The Big Chill,R,"Comedy, Drama",A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.,56200000,1983,Best Picture,The Big Chill,1984,0,Comedy, Drama,,105,1984,103.8833333,258.811167,140014640.7
228,Terms of Endearment,PG,"Comedy, Drama","Follows hard-to-please Aurora looking for love, and her daughter's family problems.",108423489,1983,Best Picture,Terms of Endearment,1984,1,Comedy, Drama,,132,1984,103.8833333,258.811167,270122346.2
229,Missing,PG,"Biography, Drama, History","When an idealistic American writer disappears during the Chilean coup d'état in September 1973, his wife and father try to find him.",14000000,1982,Best Picture,Missing,1983,0,Biography, Drama, History,122,1983,99.6,258.811167,36379079.7
230,Gandhi,PG,"Biography, Drama",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,52767889,1982,Best Picture,Gandhi,1983,1,Biography, Drama,,191,1983,99.6,258.811167,137117660
231,The Verdict,R,Drama,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",54000000,1982,Best Picture,The Verdict,1983,0,Drama,,,129,1983,99.6,258.811167,140319307.4
232,Tootsie,PG,"Comedy, Drama, Romance","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",177200000,1982,Best Picture,Tootsie,1983,0,Comedy, Drama, Romance,116,1983,99.6,258.811167,460455208.8
233,E.T. the Extra-Terrestrial,PG,"Adventure, Family, Sci-Fi",A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,435110554,1982,Best Picture,E.T. The Extra-Terrestrial,1983,0,Adventure, Family, Sci-Fi,115,1983,99.6,258.811167,1130637252
234,Atlantic City,R,"Crime, Drama, Romance","In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",12729675,1980,Best Picture,Atlantic City,1982,0,Crime, Drama, Romance,104,1982,96.5,258.811167,34140746.55
235,Reds,PG,"Biography, Drama, History","A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.",40382659,1981,Best Picture,Reds,1982,0,Biography, Drama, History,195,1982,96.5,258.811167,108305524.4
236,Chariots of Fire,PG,"Biography, Drama, Sport","Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.",58972904,1981,Best Picture,Chariots of Fire,1982,1,Biography, Drama, Sport,125,1982,96.5,258.811167,158164208.3
237,On Golden Pond,PG,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",119285432,1981,Best Picture,On Golden Pond,1982,0,Drama,,,109,1982,96.5,258.811167,319921262.8
238,Indiana Jones and the Raiders of the Lost Ark,PG,"Action, Adventure","Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.",248159971,1981,Best Picture,Raiders of the Lost Ark,1982,0,Action, Adventure,,115,1982,96.5,258.811167,665560328.5
239,Raging Bull,R,"Biography, Drama, Sport","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",23383987,1980,Best Picture,Raging Bull,1981,0,Biography, Drama, Sport,129,1981,90.925,258.811167,66560758.48
240,Ordinary People,R,Drama,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",54800000,1980,Best Picture,Ordinary People,1981,1,Drama,,,124,1981,90.925,258.811167,155984074.3
241,Coal Miner's Daughter,PG,"Biography, Drama, Music","The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",67182787,1980,Best Picture,Coal Miner's Daughter,1981,0,Biography, Drama, Music,124,1981,90.925,258.811167,191230745.2
242,The Elephant Man,PG,"Biography, Drama","A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",26010864,1980,Best Picture,The Elephant Man,1981,0,Biography, Drama,,124,1981,90.925,258.811167,74037966.09
243,Tess,PG,"Drama, Romance",A strong-willed young peasant girl attracts the affection of two men.,20093330,1979,Best Picture,Tess,1981,0,Drama, Romance,,186,1981,90.925,258.811167,57194151.07
244,Breaking Away,PG,"Comedy, Drama, Sport",A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,16424918,1979,Best Picture,Breaking Away,1980,0,Comedy, Drama, Sport,101,1980,82.40833333,258.811167,51584008.85
245,Norma Rae,PG,Drama,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,22228000,1979,Best Picture,Norma Rae,1980,0,Drama,,,114,1980,82.40833333,258.811167,69809136.86
246,All That Jazz,R,"Drama, Music, Musical","Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",37823676,1979,Best Picture,All That Jazz,1980,0,Drama, Music, Musical,123,1980,82.40833333,258.811167,118788832.8
247,Apocalypse Now,R,"Drama, Mystery, War",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,83471511,1979,Best Picture,Apocalypse Now,1980,0,Drama, Mystery, War,147,1980,82.40833333,258.811167,262150177.1
248,Kramer vs. Kramer,PG,Drama,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",106260000,1979,Best Picture,Kramer vs. Kramer,1980,1,Drama,,,105,1980,82.40833333,258.811167,333719582.6
249,An Unmarried Woman,R,"Comedy, Drama, Romance",A wealthy woman from Manhattan's Upper East Side struggles to deal with her new identity and her sexuality after her husband of 16 years leaves her for a younger woman.,24000000,1978,Best Picture,An Unmarried Woman,1979,0,Comedy, Drama, Romance,124,1979,72.575,258.811167,85586882.65
250,Coming Home,R,"Drama, Romance, War",A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.,32653905,1978,Best Picture,Coming Home,1979,0,Drama, Romance, War,127,1979,72.575,258.811167,116447747.3
251,Midnight Express,R,"Biography, Crime, Drama","Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",35000000,1978,Best Picture,Midnight Express,1979,0,Biography, Crime, Drama,121,1979,72.575,258.811167,124814203.9
252,The Deer Hunter,R,"Drama, War",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,48979328,1978,Best Picture,The Deer Hunter,1979,1,Drama, War,,183,1979,72.575,258.811167,174666166.6
253,Heaven Can Wait,PG,"Comedy, Fantasy, Romance","A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.",81640278,1978,Best Picture,Heaven Can Wait,1979,0,Comedy, Fantasy, Romance,101,1979,72.575,258.811167,291139037.2
254,The Turning Point,PG,"Drama, Romance","When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family.",33600000,1977,Best Picture,The Turning Point,1978,0,Drama, Romance,,119,1978,65.23333333,258.811167,133306927.1
255,Annie Hall,PG,"Comedy, Romance","Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",39200000,1977,Best Picture,Annie Hall,1978,1,Comedy, Romance,,93,1978,65.23333333,258.811167,155524748.3
256,The Goodbye Girl,PG,"Comedy, Drama, Romance","After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.",102000000,1977,Best Picture,The Goodbye Girl,1978,0,Comedy, Drama, Romance,111,1978,65.23333333,258.811167,404681743
257,Star Wars,PG,"Action, Adventure, Fantasy","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",322740140,1977,Best Picture,Star Wars,1978,0,Action, Adventure, Fantasy,121,1978,65.23333333,258.811167,1280461200
258,Julia,PG,Drama,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",20714400,1977,Best Picture,Julia,1978,0,Drama,,,117,1978,65.23333333,258.811167,82183720.56
259,Taxi Driver,R,"Crime, Drama","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",28262574,1976,Best Picture,Taxi Driver,1977,0,Crime, Drama,,114,1977,60.60833333,258.811167,120687525.3
260,All the President's Men,PG,"Drama, History, Thriller","""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",70600000,1976,Best Picture,All the President's Men,1977,0,Drama, History, Thriller,138,1977,60.60833333,258.811167,301477823
261,Rocky,PG,"Drama, Sport",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,117235247,1976,Best Picture,Rocky,1977,1,Drama, Sport,,120,1977,60.60833333,258.811167,500620779.7
262,Bound for Glory,PG,"Biography, Drama, Music",The early life of Woody Guthrie as a vagabond folk singer.,,1976,Best Picture,Bound for Glory,1977,0,Biography, Drama, Music,147,1977,60.60833333,258.811167,0
263,Network,R,Drama,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",23689877,1976,Best Picture,Network,1977,0,Drama,,,121,1977,60.60833333,258.811167,101161084.2
264,Nashville,R,"Comedy, Drama, Music","Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",14824000,1975,Best Picture,Nashville,1976,0,Comedy, Drama, Music,160,1976,56.90833333,258.811167,67417485.54
265,Dog Day Afternoon,R,"Biography, Crime, Drama","Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",50000000,1975,Best Picture,Dog Day Afternoon,1976,0,Biography, Crime, Drama,125,1976,56.90833333,258.811167,227393030
266,One Flew Over the Cuckoo's Nest,R,Drama,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",112000000,1975,Best Picture,One Flew over the Cuckoo's Nest,1976,1,Drama,,,133,1976,56.90833333,258.811167,509360387.3
267,Jaws,PG,"Adventure, Thriller","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",260000000,1975,Best Picture,Jaws,1976,0,Adventure, Thriller,,124,1976,56.90833333,258.811167,1182443756
268,Barry Lyndon,PG,"Adventure, Drama, War",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,198992,1975,Best Picture,Barry Lyndon,1976,0,Adventure, Drama, War,185,1976,56.90833333,258.811167,904987.8766
269,The Conversation,PG,"Drama, Mystery, Thriller","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",4420000,1974,Best Picture,The Conversation,1975,0,Drama, Mystery, Thriller,113,1975,53.81666667,258.811167,21256339.88
270,Lenny,R,"Biography, Drama","The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public.",8427866,1974,Best Picture,Lenny,1975,0,Biography, Drama,,111,1975,53.81666667,258.811167,40530675.16
271,Chinatown,R,"Drama, Mystery, Thriller","A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",8486653,1974,Best Picture,Chinatown,1975,0,Drama, Mystery, Thriller,130,1975,53.81666667,258.811167,40813389.29
272,The Godfather Part II,R,"Crime, Drama","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",57300000,1974,Best Picture,The Godfather Part II,1975,1,Crime, Drama,,202,1975,53.81666667,258.811167,275562958.2
273,The Godfather Part III,R,"Crime, Drama","Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",66666062,1990,Best Picture,The Godfather Part II,1975,1,Crime, Drama,,162,1975,53.81666667,258.811167,320605536.8
274,The Towering Inferno,PG,"Action, Drama, Thriller","At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",116000000,1974,Best Picture,The Towering Inferno,1975,0,Action, Drama, Thriller,165,1975,53.81666667,258.811167,557858693.8
275,Cries & Whispers,R,Drama,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",1742348,1972,Best Picture,Cries and Whispers,1974,0,Drama,,,91,1974,49.30833333,258.811167,9145292.261
276,A Touch of Class,PG,"Comedy, Romance",Romantic comedy about a pair of clandestine lovers in a London-Spain tryst.,18312000,1973,Best Picture,A Touch of Class,1974,0,Comedy, Romance,,106,1974,49.30833333,258.811167,96116614.98
277,American Graffiti,PG,"Comedy, Drama",A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.,115000000,1973,Best Picture,American Graffiti,1974,0,Comedy, Drama,,110,1974,49.30833333,258.811167,603615701.3
278,The Sting,PG,"Comedy, Crime, Drama",Two grifters team up to pull off the ultimate con.,159600000,1973,Best Picture,The Sting,1974,1,Comedy, Crime, Drama,129,1974,49.30833333,258.811167,837713616.8
279,The Exorcist,R,Horror,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",232906145,1973,Best Picture,The Exorcist,1974,0,Horror,,,122,1974,49.30833333,258.811167,1222485270
280,The Emigrants,PG,"Drama, History","Småland, Sweden, mid-19th century. A farming family struggle with their rocky, unyielding land, and decide to embark on the arduous journey to new hope in America.",1156554,1971,Best Picture,The Emigrants,1973,0,Drama, History,,151,1973,44.4,258.811167,6741646.181
281,Sounder,G,"Drama, Family",The oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.,3100601,1972,Best Picture,Sounder,1973,0,Drama, Family,,105,1973,44.4,258.811167,18073652.32
282,Deliverance,R,"Adventure, Drama, Thriller","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",7056013,1972,Best Picture,Deliverance,1973,0,Adventure, Drama, Thriller,109,1973,44.4,258.811167,41130066.64
283,Cabaret,PG,"Drama, Music, Musical",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,42765000,1972,Best Picture,Cabaret,1973,0,Drama, Music, Musical,124,1973,44.4,258.811167,249280620.6
284,The Godfather,R,"Crime, Drama",The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,134966411,1972,Best Picture,The Godfather,1973,1,Crime, Drama,,175,1973,44.4,258.811167,786730052.6
285,Nicholas and Alexandra,GP,"Biography, Drama, History","Tsar Nicholas II, the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",3964917,1971,Best Picture,Nicholas and Alexandra,1972,0,Biography, Drama, History,183,1972,41.81666667,258.811167,24539612.49
286,A Clockwork Orange,R,"Crime, Sci-Fi","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",6207725,1971,Best Picture,A Clockwork Orange,1972,0,Crime, Sci-Fi,,136,1972,41.81666667,258.811167,38420770.46
287,The French Connection,R,"Action, Crime, Drama","A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",15630710,1971,Best Picture,The French Connection,1972,1,Action, Crime, Drama,104,1972,41.81666667,258.811167,96741386.11
288,The Last Picture Show,R,"Drama, Romance","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",29133000,1971,Best Picture,The Last Picture Show,1972,0,Drama, Romance,,118,1972,41.81666667,258.811167,180309583
289,Fiddler on the Roof,G,"Drama, Family, Musical","In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",80500000,1971,Best Picture,Fiddler on the Roof,1972,0,Drama, Family, Musical,181,1972,41.81666667,258.811167,498229548.2
290,Five Easy Pieces,R,Drama,"A dropout from upper-class America picks up work along the way on oil rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",19402000,1970,Best Picture,Five Easy Pieces,1971,0,Drama,,,98,1971,40.49166667,258.811167,124012041.9
291,Patton,GP,"Biography, Drama, War",The World War II phase of the career of controversial American general George S. Patton.,61700000,1970,Best Picture,Patton,1971,1,Biography, Drama, War,172,1971,40.49166667,258.811167,394368775.5
292,MASH,R,"Comedy, Drama, War",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,81600000,1970,Best Picture,M*A*S*H,1971,0,Comedy, Drama, War,116,1971,40.49166667,258.811167,521563891.1
293,Airport,G,"Action, Drama, Thriller","A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",100489150,1970,Best Picture,Airport,1971,0,Action, Drama, Thriller,137,1971,40.49166667,258.811167,642297942.3
294,Love Story,PG,"Drama, Romance",A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,106400000,1970,Best Picture,Love Story,1971,0,Drama, Romance,,100,1971,40.49166667,258.811167,680078407.1
295,Z,M/PG,"Crime, Drama, Thriller",The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,83305,1969,Best Picture,Z,1970,0,Crime, Drama, Thriller,127,1970,38.825,258.811167,555319.1054
296,Anne of the Thousand Days,PG,"Biography, Drama, History","King Henry VIII of England discards one wife, Catharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",2068232,1969,Best Picture,Anne of the Thousand Days,1970,0,Biography, Drama, History,145,1970,38.825,258.811167,13787032.52
297,"Hello, Dolly!",G,"Adventure, Comedy, Musical","Matchmaker Dolly Levi travels to Yonkers to find a partner for ""half-a-millionaire"" Horace Vandergelder, convincing his niece, his niece's intended, and his two clerks to travel to New York City along the way.",7239608,1969,Best Picture,"Hello, Dolly!",1970,0,Adventure, Comedy, Musical,146,1970,38.825,258.811167,48259920.03
298,Midnight Cowboy,R,Drama,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",44785053,1969,Best Picture,Midnight Cowboy,1970,1,Drama,,,113,1970,38.825,258.811167,298541450.9
299,Butch Cassidy and the Sundance Kid,PG,"Biography, Crime, Drama","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",102308889,1969,Best Picture,Butch Cassidy and the Sundance Kid,1970,0,Biography, Crime, Drama,110,1970,38.825,258.811167,682000848.8
300,Oliver!,G,"Drama, Family, Musical","After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor in 1830s London.",16800000,1968,Best Picture,Oliver!,1969,1,Drama, Family, Musical,153,1969,36.68333333,258.811167,118528694.4
301,The Lion in Winter,PG,"Biography, Drama, History","1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",22276975,1968,Best Picture,The Lion in Winter,1969,0,Biography, Drama, History,134,1969,36.68333333,258.811167,157170283.4
302,Romeo and Juliet,PG,"Drama, Romance","When two young members of feuding families meet, forbidden love ensues.",38901218,1968,Best Picture,Romeo and Juliet,1969,0,Drama, Romance,,138,1969,36.68333333,258.811167,274458963.1
303,Funny Girl,G,"Biography, Comedy, Drama","The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",58500000,1968,Best Picture,Funny Girl,1969,0,Biography, Comedy, Drama,151,1969,36.68333333,258.811167,412733846.5
304,"Rachel, Rachel",R,"Drama, Romance","Rachel is a lonely school teacher who lives with her mother. When a man from the big city asks her out, she starts thinking about where she wants her life to go.",,1968,Best Picture,"Rachel, Rachel",1969,0,Drama, Romance,,101,1969,36.68333333,258.811167,0
305,Doctor Dolittle,Approved,"Adventure, Comedy, Family","After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",13516000,1967,Best Picture,Doctor Dolittle,1968,0,Adventure, Comedy, Family,152,1968,34.78333333,258.811167,100568042.2
306,In the Heat of the Night,Approved,"Drama, Mystery, Thriller","A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",24379978,1967,Best Picture,In the Heat of the Night,1968,1,Drama, Mystery, Thriller,110,1968,34.78333333,258.811167,181403274.3
307,Guess Who's Coming to Dinner,Approved,"Comedy, Drama",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,56700000,1967,Best Picture,Guess Who's Coming to Dinner,1968,0,Comedy, Drama,,108,1968,34.78333333,258.811167,421885764.4
